Rank,Journal Name,JIF 2024,JIF Quartile,Areas,Publisher,Country,JIF Rank,5-Year JIF,JCI,ISSN,eISSN,Abbreviated Journal,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF Without Self-Cites,JCR Year
121,Advances in Optics and Photonics,23.8,Q1,Environmental Science; Physics and Astronomy,Optica Publishing Group,United States,3/125,31.5,3.37,1943-8206,,ADV OPT PHOTONICS,4926,7,11,7.1,5.6,23.6,2024
121,EnergyChem,23.8,Q1,Chemistry; Energy; Materials Science,ELSEVIER,Netherlands,3/175,25.5,3.36,2589-7780,2589-7780,ENERGYCHEM,2730,21,22,3.6,4.5,23.7,2024
123,COORDINATION CHEMISTRY REVIEWS,23.5,Q1,Chemistry; Materials Science,ELSEVIER,Netherlands,1/42,22.7,1.54,0010-8545,1873-3840,COORDIN CHEM REV,73051,0,573,3.9,5.1,22.4,2024
124,Light-Science & Applications,23.4,Q1,Materials Science; Physics and Astronomy,NATURE PORTFOLIO,United Kingdom,4/125,23.1,5.34,2095-5545,2047-7538,LIGHT-SCI APPL,29813,222,241,3.7,5.7,22.7,2024
10174,PEDIATRICS IN REVIEW,1.6,Q2,Medicine,AMER ACAD PEDIATRICS,United States,91/191,1.9,0.6,0191-9601,1526-3347,PEDIATR REV,2043,101,103,8.8,9.9,1.5,2024
126,BLOOD,23.1,Q1,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine",ELSEVIER,United States,2/98,19.7,3.65,0006-4971,1528-0020,BLOOD,165822,374,435,10.8,6.9,22.1,2024
127,Military Medical Research,22.9,Q1,Medicine,BMC,United Kingdom,8/332,18.5,3.1,2095-7467,2054-9369,MILITARY MED RES,5419,31,59,3.1,5.7,22.1,2024
128,Exploration,22.5,Q1,Multidisciplinary,WILEY,China,5/135,22.8,2.05,2766-8509,2766-2098,EXPLORATION-PRC,4630,28,56,2,5.3,22.2,2024
129,Opto-Electronic Advances,22.4,Q1,Engineering; Materials Science; Physics and Astronomy,"CAS, INST OPTICS & ELECTRONICS, ED OFF OPTO-ELECTRONIC JOURNALS",China,5/125,15.4,4.7,2096-4579,2097-3993,OPTO-ELECTRON ADV,3642,50,52,2.3,4.8,21.6,2024
130,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,22.3,Q1,Medicine,ELSEVIER,United States,4/230,24.2,5.06,0735-1097,1558-3597,J AM COLL CARDIOL,117273,281,308,8,6.2,21.3,2024
130,InfoMat,22.3,Q1,Materials Science,WILEY,United Kingdom,17/460,21.1,2.66,,2567-3165,INFOMAT,8210,75,99,3,4.4,21.9,2024
132,Annual Review of Medicine,22.1,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",ANNUAL REVIEWS,United States,2/195,17.6,2.58,0066-4219,1545-326X,ANNU REV MED,7944,0,34,8.4,5.8,22.1,2024
133,Materials Today,22.0,Q1,Engineering; Materials Science; Physics and Astronomy,ELSEVIER,Netherlands,18/460,25.3,3.63,1369-7021,1873-4103,MATER TODAY,32433,168,179,4.9,5,21.8,2024
133,ENDOCRINE REVIEWS,22.0,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",ENDOCRINE SOC,United States,4/191,29.0,2.97,0163-769X,1945-7189,ENDOCR REV,18260,0,28,10,10.4,21.8,2024
135,Nature Food,21.9,Q1,Agricultural and Biological Sciences,NATURE PORTFOLIO,United Kingdom,1/181,28.3,4.29,,2662-1355,NAT FOOD,10263,146,158,3.3,5.2,21.2,2024
136,Nature Reviews Psychology,21.8,Q1,Psychology,NATURE PORTFOLIO,United States,2/221,21.8,4.2,,2731-0574,NAT REV PSYCHOL,2378,2,46,2.1,8.9,21.4,2024
136,Advanced Composites and Hybrid Materials,21.8,Q1,Materials Science,NATURE PORTFOLIO,Germany,1/34,16.8,3.01,2522-0128,2522-0136,ADV COMPOS HYBRID MA,13770,206,252,2.1,4.3,20.2,2024
138,DRUG RESISTANCE UPDATES,21.7,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",CHURCHILL LIVINGSTONE,United Kingdom,2/352,23.0,3.88,1368-7646,1532-2084,DRUG RESIST UPDATE,7075,97,97,4.2,5.3,20.6,2024
139,Lancet Planetary Health,21.6,Q1,Medicine; Social Sciences,ELSEVIER,Netherlands,4/419,27.1,5,,2542-5196,LANCET PLANET HEALTH,11302,76,87,3.5,5.3,21.0,2024
140,Advanced Fiber Materials,21.3,Q1,Materials Science,NATURE PORTFOLIO,United States,1/31,18.3,3.83,2524-7921,2524-793X,ADV FIBER MATER,6644,122,135,2.3,3.9,20.1,2024
140,International Journal of Extreme Manufacturing,21.3,Q1,Engineering,IOP Publishing Ltd,United Kingdom,1/71,18.5,2.33,2631-8644,2631-7990,INT J EXTREME MANUF,4738,51,106,1.9,5.3,18.8,2024
140,SusMat,21.3,Q1,,WILEY,,2/102,21.7,2.62,2766-8479,2692-4552,SUSMAT,3288,44,69,2.2,3.7,20.6,2024
8303,JOURNAL OF THE AMERICAN ACADEMY OF PSYCHIATRY AND THE LAW,2.0,Q1,Medicine,AMER ACAD PSYCHIATRY & LAW,United States,48/434,2.5,1.01,1093-6793,1943-3662,J AM ACAD PSYCHIATRY,1221,31,33,10.2,8.1,1.6,2024
144,INTENSIVE CARE MEDICINE,21.2,Q1,Medicine,SPRINGER,Germany,2/62,25.7,4.82,0342-4642,1432-1238,INTENS CARE MED,30481,99,133,7.5,5.4,19.5,2024
145,Science Bulletin,21.1,Q1,Multidisciplinary,ELSEVIER,Netherlands,6/135,17.6,2.95,2095-9273,2095-9281,SCI BULL,22137,225,250,3.5,5,20.5,2024
145,Applied Catalysis B-Environment and Energy,21.1,Q1,Chemical Engineering; Environmental Science,ELSEVIER,Netherlands,1/83,20.2,2.88,0926-3373,1873-3883,APPL CATAL B-ENVIRON,181789,1131,1133,4.5,3.9,19.9,2024
147,EUROPEAN RESPIRATORY JOURNAL,21.0,Q1,Medicine,EUROPEAN RESPIRATORY SOC JOURNALS LTD,Switzerland,2/108,18.9,4.52,0903-1936,1399-3003,EUR RESPIR J,54382,169,174,7.7,5.9,19.8,2024
148,AMERICAN JOURNAL OF BIOETHICS,20.8,Q1,Medicine; Nursing,TAYLOR & FRANCIS,United Kingdom,1/77,14.7,5.56,1526-5161,1536-0075,AM J BIOETHICS,3984,37,37,4.6,4.7,13.7,2024
148,Nature Metabolism,20.8,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",NATURE PORTFOLIO,Germany,5/191,23.2,5.01,,2522-5812,NAT METAB,13659,176,194,3.3,7.6,20.4,2024
148,Journal of Thoracic Oncology,20.8,Q1,Medicine,ELSEVIER,United States,3/108,18.4,4.24,1556-0864,1556-1380,J THORAC ONCOL,27302,92,100,6.3,5.3,20.1,2024
148,TRENDS IN PLANT SCIENCE,20.8,Q1,Agricultural and Biological Sciences,CELL PRESS,United Kingdom,3/273,21.3,1.99,1360-1385,1878-4372,TRENDS PLANT SCI,32426,36,86,9.9,5.9,20.4,2024
152,Annual Review of Public Health,20.7,Q1,Medicine,ANNUAL REVIEWS,United States,5/419,28.4,3.65,0163-7525,1545-2093,ANNU REV PUBL HEALTH,11889,0,27,8.9,5.7,20.5,2024
152,REPORTS ON PROGRESS IN PHYSICS,20.7,Q1,Medicine; Physics and Astronomy,IOP Publishing Ltd,United Kingdom,4/114,20.9,1.98,0034-4885,1361-6633,REP PROG PHYS,23580,34,74,10.8,9.2,20.6,2024
154,ANNALS OF THE RHEUMATIC DISEASES,20.6,Q1,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine",ELSEVIER,United Kingdom,2/58,18.6,5.09,0003-4967,1468-2060,ANN RHEUM DIS,53850,139,153,8.6,6.5,19.9,2024
155,Annual Review of Biochemistry,20.5,Q1,"Biochemistry, Genetics and Molecular Biology",ANNUAL REVIEWS,United States,6/319,24.9,1.72,0066-4154,1545-4509,ANNU REV BIOCHEM,21076,0,22,14.1,8.6,20.4,2024
156,Cell Stem Cell,20.4,Q1,"Biochemistry, Genetics and Molecular Biology",CELL PRESS,United States,1/32,21.8,4.12,1934-5909,1875-9777,CELL STEM CELL,31315,93,105,7,7.2,19.8,2024
156,Lancet Microbe,20.4,Q1,Immunology and Microbiology; Medicine,ELSEVIER,United Kingdom,2/137,19.8,3.98,,2666-5247,LANCET MICROBE,5767,97,111,2.3,5.6,20.1,2024
156,Environmental Chemistry Letters,20.4,Q1,Environmental Science,SPRINGER,Switzerland,7/374,18.9,1.37,1610-3653,1610-3661,ENVIRON CHEM LETT,21027,30,117,4,5,19.5,2024
159,Bioactive Materials,20.3,Q1,"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science",KEAI PUBLISHING LTD,Netherlands,3/124,20.5,4.01,,2452-199X,BIOACT MATER,31698,360,426,2.5,5.4,19.5,2024
160,Nature Chemistry,20.2,Q1,Chemical Engineering; Chemistry,NATURE PORTFOLIO,United Kingdom,10/239,22.6,3.32,1755-4330,1755-4349,NAT CHEM,48186,263,269,7.3,7.7,20.0,2024
160,Energy Storage Materials,20.2,Q1,Energy; Materials Science,ELSEVIER,Netherlands,22/460,20.2,2.95,2405-8297,2405-8289,ENERGY STORAGE MATER,63242,797,803,3.3,3.8,18.8,2024
5149,Journal of Clinical Sleep Medicine,2.9,Q2,Medicine; Neuroscience,AMER ACAD SLEEP MEDICINE,United States,112/285,3.8,1.08,1550-9389,1550-9397,J CLIN SLEEP MED,11988,205,213,7.3,8.6,2.7,2024
163,NATURE NEUROSCIENCE,20.0,Q1,Neuroscience,NATURE PORTFOLIO,United Kingdom,2/314,24.8,5.65,1097-6256,1546-1726,NAT NEUROSCI,71254,210,220,9.2,8.1,19.5,2024
163,Nature Synthesis,20.0,Q1,Chemistry; Materials Science,NATURE PORTFOLIO,United Kingdom,11/239,20.0,2.79,,2731-0582,NAT SYNTH,5147,182,194,1.7,5.8,19.6,2024
165,TRENDS IN PHARMACOLOGICAL SCIENCES,19.9,Q1,"Pharmacology, Toxicology and Pharmaceutics",CELL PRESS,United Kingdom,3/352,16.8,2.2,0165-6147,1873-3735,TRENDS PHARMACOL SCI,15305,16,71,7.7,3.9,19.8,2024
166,Cellular & Molecular Immunology,19.8,Q1,Immunology and Microbiology; Medicine,CHIN SOCIETY IMMUNOLOGY,United Kingdom,5/183,22.6,2.74,1672-7681,2042-0226,CELL MOL IMMUNOL,16944,68,90,4.3,7.2,19.7,2024
2561,ACCOUNTING REVIEW,4.4,Q1,"Business, Management and Accounting; Economics, Econometrics and Finance",AMER ACCOUNTING ASSOC,United States,34/241,6.2,1.23,0001-4826,1558-7967,ACCOUNT REV,20367,89,92,12.9,12.3,4.2,2024
168,Chem,19.6,Q1,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Environmental Science; Materials Science; Medicine",CELL PRESS,United States,12/239,23.4,2.6,2451-9294,2451-9294,CHEM-US,29818,167,201,4.4,5.9,19.4,2024
169,Nature Microbiology,19.4,Q1,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine",NATURE PORTFOLIO,United Kingdom,4/163,20.7,4.83,2058-5276,2058-5276,NAT MICROBIOL,26762,265,283,4.9,7.4,19.0,2024
169,Nature Aging,19.4,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",NATURE PORTFOLIO,Germany,1/73,21.9,4.21,,2662-8465,NATURE AGING,6408,107,117,2.5,6.3,18.8,2024
3440,Journal of Financial Reporting,3.7,Q1,,AMER ACCOUNTING ASSOC,,51/241,2.5,0.77,2380-2154,2380-2146,J FINANC REPORT,192,11,11,2.9,9.9,3.5,2024
172,ADVANCES IN COLLOID AND INTERFACE SCIENCE,19.3,Q1,Chemical Engineering; Chemistry; Physics and Astronomy,ELSEVIER,Netherlands,11/185,19.5,1.99,0001-8686,1873-3727,ADV COLLOID INTERFAC,29641,170,209,5.7,5.7,18.9,2024
5426,AUDITING-A JOURNAL OF PRACTICE & THEORY,2.8,Q2,"Business, Management and Accounting; Economics, Econometrics and Finance",AMER ACCOUNTING ASSOC,United States,67/241,3.9,0.82,0278-0380,1558-7991,AUDITING-J PRACT TH,3732,29,29,11.4,11.8,2.5,2024
174,IEEE-CAA Journal of Automatica Sinica,19.2,Q1,Computer Science; Engineering; Mathematics,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,United States,1/89,13.1,2.92,2329-9266,2329-9274,IEEE-CAA J AUTOMATIC,11485,201,205,2.9,5,17.6,2024
175,PhotoniX,19.1,Q1,Engineering; Physics and Astronomy,NATURE PORTFOLIO,Switzerland,6/125,19.3,4.29,,2662-1991,PHOTONIX,2273,38,42,2.6,6,18.5,2024
175,NATURE CELL BIOLOGY,19.1,Q1,"Biochemistry, Genetics and Molecular Biology",NATURE PORTFOLIO,United Kingdom,10/204,22.6,3.04,1465-7392,1476-4679,NAT CELL BIOL,47872,192,205,9.4,7.5,18.8,2024
175,Annual Review of Physiology,19.1,Q1,"Biochemistry, Genetics and Molecular Biology",ANNUAL REVIEWS,United States,2/87,24.9,3.02,0066-4278,1545-1585,ANNU REV PHYSIOL,12066,0,21,10.7,9.6,19.0,2024
178,ADVANCED FUNCTIONAL MATERIALS,19.0,Q1,Chemistry; Materials Science; Physics and Astronomy,WILEY,Germany,9/187,19.4,2.7,1616-301X,1616-3028,ADV FUNCT MATER,320706,4587,4996,3.7,4.3,17.7,2024
179,Annual Review of Marine Science,18.9,Q1,Earth and Planetary Sciences,ANNUAL REVIEWS,United States,1/119,18.9,2.91,1941-1405,1941-0611,ANNU REV MAR SCI,6987,0,23,9.1,8.9,18.6,2024
180,Advanced Photonics,18.8,Q1,Engineering; Materials Science; Physics and Astronomy,SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS,United States,7/125,17.0,3.88,,2577-5421,ADV PHOTONICS,3573,43,48,3,5.6,18.5,2024
180,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,18.8,Q1,Engineering,ELSEVIER,United Kingdom,2/182,15.8,3.27,0890-6955,1879-2170,INT J MACH TOOL MANU,17904,47,49,11.2,5.6,17.7,2024
182,Cell Host & Microbe,18.7,Q1,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",CELL PRESS,United States,1/47,20.5,5.75,1931-3128,1934-6069,CELL HOST MICROBE,32505,129,142,6.6,6.4,18.3,2024
183,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,18.6,Q1,Computer Science; Mathematics,IEEE COMPUTER SOC,United States,3/366,20.4,4.66,0162-8828,1939-3539,IEEE T PATTERN ANAL,98199,726,732,5.1,5.3,18.0,2024
184,Nature Physics,18.4,Q1,Physics and Astronomy,NATURE PORTFOLIO,United Kingdom,5/114,21.2,4.77,1745-2473,1745-2481,NAT PHYS,56613,336,350,7.4,7.6,18.0,2024
185,Computational Visual Media,18.3,Q1,Computer Science,TSINGHUA UNIV PRESS,China,1/128,12.9,3.76,2096-0433,2096-0662,COMPUT VIS MEDIA,2600,62,67,2.7,5.7,17.8,2024
185,Nature Computational Science,18.3,Q1,Computer Science,NATURE PORTFOLIO,United States,2/175,17.6,3.23,,2662-8457,NAT COMPUT SCI,4046,64,79,2.5,5.1,17.9,2024
7420,Accounting Horizons,2.2,Q2,"Business, Management and Accounting",AMER ACCOUNTING ASSOC,United States,93/241,3.2,0.67,0888-7993,1558-7975,ACCOUNT HORIZ,3151,39,39,11.9,10.3,2.1,2024
188,TRENDS IN CELL BIOLOGY,18.1,Q1,"Biochemistry, Genetics and Molecular Biology",CELL PRESS,United Kingdom,11/204,20.1,1.45,0962-8924,1879-3088,TRENDS CELL BIOL,20144,17,73,7.4,6.4,18.0,2024
8303,Journal of the American Taxation Association,2.0,Q2,"Business, Management and Accounting; Economics, Econometrics and Finance",AMER ACCOUNTING ASSOC,United States,110/241,2.1,0.53,0198-9073,1558-8017,J AM TAX ASSOC,587,12,12,10,9.1,1.7,2024
190,Lancet Global Health,18.0,Q1,Medicine,ELSEVIER,United Kingdom,6/419,23.5,5.55,2214-109X,2214-109X,LANCET GLOB HEALTH,25472,147,159,4.8,5.3,17.8,2024
8303,Journal of Emerging Technologies in Accounting,2.0,Q2,"Business, Management and Accounting; Computer Science",AMER ACCOUNTING ASSOC,United States,110/241,2.3,0.46,1554-1908,1558-7940,J EMERG TECHNOL ACCO,633,14,14,6,5.5,1.9,2024
192,Nano Materials Science,17.9,Q1,Chemical Engineering; Engineering; Materials Science,KEAI PUBLISHING LTD,China,25/460,15.8,2.58,2096-6482,2589-9651,NANO MATER SCI,3112,61,63,2.5,5.8,17.2,2024
192,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,17.9,Q1,Physics and Astronomy,ELSEVIER,Netherlands,1/22,14.1,1.74,0146-6410,1873-2224,PROG PART NUCL PHYS,6418,1,20,7.4,11.7,17.7,2024
194,Lancet Haematology,17.7,Q1,Medicine,ELSEVIER,United Kingdom,3/98,16.7,4.18,2352-3026,,LANCET HAEMATOL,7814,55,66,4,5.4,17.3,2024
194,Chinese Journal of Catalysis,17.7,Q1,Chemical Engineering; Chemistry,ELSEVIER,China,1/75,13.6,2.39,0253-9837,1872-2067,CHINESE J CATAL,20613,194,232,3.5,3.9,16.8,2024
8303,JOURNAL OF INFORMATION SYSTEMS,2.0,Q2,"Business, Management and Accounting; Computer Science; Decision Sciences",AMER ACCOUNTING ASSOC,United States,110/241,2.6,0.45,0888-7985,1558-7959,J INF SYST,1048,19,19,7.6,11.5,1.8,2024
197,Psychological Science in the Public Interest,17.6,Q1,Psychology,SAGE PUBLICATIONS LTD,United States,4/221,41.8,5.68,1529-1006,1539-6053,PSYCHOL SCI PUBL INT,3043,2,2,9.3,8.7,17.1,2024
197,ADVANCED DRUG DELIVERY REVIEWS,17.6,Q1,"Pharmacology, Toxicology and Pharmaceutics",ELSEVIER,Netherlands,4/352,19.2,2.31,0169-409X,1872-8294,ADV DRUG DELIVER REV,50670,0,111,7.9,5.8,17.1,2024
197,Eco-Environment & Health,17.6,Q1,Environmental Science,ELSEVIER,Netherlands,8/374,17.6,2.15,,2772-9850,ECO-ENVIRON HEALTH,1015,35,53,2.1,5.8,17.2,2024
200,Molecular Neurodegeneration,17.5,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",BMC,United Kingdom,4/314,19.3,3.3,,1750-1326,MOL NEURODEGENER,11362,62,80,5.4,6.9,17.1,2024
200,Matter,17.5,Q1,Materials Science,CELL PRESS,United States,26/460,19.2,2.36,2590-2393,2590-2385,MATTER-US,18183,167,217,3.2,5.2,17.2,2024
200,Trends in Cancer,17.5,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",CELL PRESS,United States,15/326,18.7,2.15,2405-8033,2405-8025,TRENDS CANCER,9356,0,72,4.4,4.9,17.4,2024
203,PSYCHOTHERAPY AND PSYCHOSOMATICS,17.4,Q1,Medicine; Psychology,KARGER,Switzerland,3/288,16.9,2.75,0033-3190,1423-0348,PSYCHOTHER PSYCHOSOM,6466,24,27,8.9,7.5,15.1,2024
204,MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,17.3,Q1,Environmental Science; Health Professions; Medicine; Social Sciences,CENTERS DISEASE CONTROL & PREVENTION,United States,7/419,14.1,7.02,0149-2195,1545-861X,MMWR-MORBID MORTAL W,30057,203,203,4.4,2.9,17.0,2024
204,PHARMACOLOGICAL REVIEWS,17.3,Q1,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics",ELSEVIER,United States,5/352,21.8,2.8,0031-6997,1521-0081,PHARMACOL REV,12523,0,2,10.9,14.3,17.2,2024
204,TRENDS IN ECOLOGY & EVOLUTION,17.3,Q1,Agricultural and Biological Sciences,CELL PRESS,United Kingdom,1/200,18.7,2.13,0169-5347,1872-8383,TRENDS ECOL EVOL,39765,47,84,14.5,6.3,16.9,2024
207,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,17.2,Q1,Computer Science; Engineering,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,United States,4/366,17.4,3.8,0733-8716,1558-0008,IEEE J SEL AREA COMM,30768,242,242,4.3,4.5,16.8,2024
207,TRENDS IN COGNITIVE SCIENCES,17.2,Q1,Neuroscience; Psychology,CELL PRESS,United Kingdom,1/102,21.8,2.02,1364-6613,1879-307X,TRENDS COGN SCI,34805,33,72,12,7,16.8,2024
209,STUDIES IN MYCOLOGY,17.1,Q1,Agricultural and Biological Sciences,WESTERDIJK FUNGAL BIODIVERSITY INST,Netherlands,2/32,22.2,4.82,0166-0616,1872-9797,STUD MYCOL,5114,13,14,10.3,12.5,16.5,2024
209,National Science Review,17.1,Q1,Multidisciplinary,OXFORD UNIV PRESS,United Kingdom,8/135,17.7,3.03,2095-5138,2053-714X,NATL SCI REV,19541,217,260,3.4,5.6,16.7,2024
209,Nano Energy,17.1,Q1,Energy; Engineering; Materials Science,ELSEVIER,Netherlands,10/187,16.9,2.65,2211-2855,2211-3282,NANO ENERGY,129552,1078,1231,4,4,15.9,2024
9720,Journal of Management Accounting Research,1.7,Q3,"Business, Management and Accounting",AMER ACCOUNTING ASSOC,United States,130/241,1.8,0.49,1049-2127,1558-8033,J MANAG ACCOUNT RES,1027,29,29,8.6,13.1,1.6,2024
213,eTransportation,17.0,Q1,Energy; Engineering; Social Sciences,ELSEVIER,Netherlands,1/77,17.4,2.73,2590-1168,2590-1168,ETRANSPORTATION,4432,72,76,2.8,4.4,15.8,2024
214,Clinical and Molecular Hepatology,16.9,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",KOREAN ASSOC STUDY LIVER,South Korea,6/147,12.0,3.13,2287-2728,2287-285X,CLIN MOL HEPATOL,4160,43,58,2.4,5.1,15.8,2024
214,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.9,Q1,Chemical Engineering; Chemistry,WILEY,United Kingdom,15/239,16.4,2.73,,1521-3773,ANGEW CHEM INT EDIT,529353,4564,4739,5.1,5.1,15.4,2024
216,Annual Review of Entomology,16.7,Q1,Agricultural and Biological Sciences,ANNUAL REVIEWS,United States,1/110,20.7,3.32,0066-4170,1545-4487,ANNU REV ENTOMOL,15115,0,27,14.7,10.2,16.6,2024
216,International Journal of Educational Technology in Higher Education,16.7,Q1,Computer Science; Social Sciences,SPRINGER,Netherlands,1/756,15.5,6.81,2365-9440,2365-9440,INT J EDUC TECHNOL H,5663,54,60,3.6,4.9,16.1,2024
218,Journal of Advanced Ceramics,16.6,Q1,Materials Science,TSINGHUA UNIV PRESS,China,1/33,15.6,3.54,2226-4108,2227-8508,J ADV CERAM,9879,168,174,2.8,5.3,15.1,2024
218,Molecular Cell,16.6,Q1,"Biochemistry, Genetics and Molecular Biology",CELL PRESS,United States,7/319,17.7,2.71,1097-2765,1097-4164,MOL CELL,84919,271,298,8.5,7.8,15.9,2024
10681,ISSUES IN ACCOUNTING EDUCATION,1.5,Q3,"Business, Management and Accounting; Social Sciences",AMER ACCOUNTING ASSOC,United States,138/241,2.0,0.4,0739-3172,1558-7983,ISS ACCOUNT EDUC,960,40,41,10.5,7.4,1.0,2024
12283,Behavioral Research in Accounting,1.2,Q3,"Business, Management and Accounting",AMER ACCOUNTING ASSOC,United States,164/241,2.0,0.25,1050-4753,1558-8009,BEHAV RES ACCOUNT,671,9,9,11.8,13.1,1.2,2024
222,Annual Review of Clinical Psychology,16.5,Q1,Medicine; Psychology,ANNUAL REVIEWS,United States,1/185,24.3,6.24,1548-5943,1548-5951,ANNU REV CLIN PSYCHO,10094,0,19,10.6,8.2,16.3,2024
222,Academy of Management Annals,16.5,Q1,"Business, Management and Accounting",ACAD MANAGEMENT,United States,1/316,26.9,3.06,1941-6520,1941-6067,ACAD MANAG ANN,10376,20,21,7.9,9.8,15.8,2024
224,Lancet Rheumatology,16.4,Q1,Immunology and Microbiology; Medicine,ELSEVIER,United Kingdom,3/58,14.6,4.46,2665-9913,2665-9913,LANCET RHEUMATOL,4069,68,74,2.8,5.4,16.1,2024
224,IEEE Geoscience and Remote Sensing Magazine,16.4,Q1,Computer Science; Earth and Planetary Sciences; Engineering; Physics and Astronomy,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,United States,1/65,19.1,3.01,2473-2397,2168-6831,IEEE GEOSC REM SEN M,5100,59,62,5,4.7,15.5,2024
224,Journal of the National Comprehensive Cancer Network,16.4,Q1,Medicine,HARBORSIDE PRESS,United States,17/326,13.2,2.91,1540-1405,1540-1413,J NATL COMPR CANC NE,14793,127,141,3.9,7.8,16.3,2024
224,Green Energy and Intelligent Transportation,16.4,Q1,Engineering,ELSEVIER,Netherlands,2/77,16.4,2.42,2097-2512,2773-1537,GREEN ENERGY INTELL,1323,35,42,1.9,5.1,15.6,2024
228,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,16.3,Q1,Energy,ELSEVIER,United Kingdom,3/102,17.5,2.03,1364-0321,1879-0690,RENEW SUST ENERG REV,184911,646,845,6.5,5.5,15.7,2024
228,TRENDS IN GENETICS,16.3,Q1,"Biochemistry, Genetics and Molecular Biology",CELL PRESS,United Kingdom,4/191,13.7,1.97,0168-9525,1362-4555,TRENDS GENET,14613,15,72,9.4,6.2,16.1,2024
13445,Accounting Historians Journal,1.0,Q3,"Arts and Humanities; Business, Management and Accounting",AMER ACCOUNTING ASSOC,United States,173/241,0.9,0.28,0148-4184,2327-4468,ACCOUNT HIST J,330,14,15,17.7,22.1,0.2,2024
231,BRITISH JOURNAL OF SPORTS MEDICINE,16.2,Q1,Health Professions; Medicine,BMJ PUBLISHING GROUP,United Kingdom,1/133,17.8,4.36,0306-3674,1473-0480,BRIT J SPORT MED,36082,153,177,7.5,6.4,14.8,2024
231,CIRCULATION RESEARCH,16.2,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",LIPPINCOTT WILLIAMS & WILKINS,United States,2/98,20.8,4.12,0009-7330,1524-4571,CIRC RES,64140,119,177,8.7,8.2,15.9,2024
231,PROGRESS IN AEROSPACE SCIENCES,16.2,Q1,Engineering,ELSEVIER,United Kingdom,1/55,17.1,1.49,0376-0421,1873-1724,PROG AEROSP SCI,8907,0,36,8.1,8,15.7,2024
234,HUMAN REPRODUCTION UPDATE,16.1,Q1,Medicine,OXFORD UNIV PRESS,United Kingdom,1/140,17.9,4.28,1355-4786,1460-2369,HUM REPROD UPDATE,13393,1,30,9.5,7.4,15.8,2024
234,Nature Geoscience,16.1,Q1,Earth and Planetary Sciences,NATURE PORTFOLIO,United Kingdom,2/258,20.0,4.06,1752-0894,1752-0908,NAT GEOSCI,40597,161,164,8.1,8.1,15.9,2024
234,Applied Mechanics Reviews,16.1,Q1,Engineering,ASME,United States,2/171,15.1,1.16,0003-6900,2379-0407,APPL MECH REV,5823,0,9,18.8,8.1,16.0,2024
237,Nature Protocols,16.0,Q1,"Biochemistry, Genetics and Molecular Biology",NATURE PORTFOLIO,United Kingdom,2/86,19.4,3.71,1754-2189,1750-2799,NAT PROTOC,56436,13,147,10.4,6.4,15.8,2024
237,Annual Review of Environment and Resources,16.0,Q1,Environmental Science,ANNUAL REVIEWS,United States,3/191,22.2,1.56,1543-5938,1545-2050,ANNU REV ENV RESOUR,8211,0,25,8.7,6.2,15.9,2024
13445,Journal of International Accounting Research,1.0,Q3,"Business, Management and Accounting",AMER ACCOUNTING ASSOC,United States,173/241,1.6,0.28,1542-6297,1558-8025,J INT ACCOUNT RES,568,24,25,8.4,11.2,0.9,2024
240,Nature Human Behaviour,15.9,Q1,Neuroscience; Psychology,NATURE PORTFOLIO,United Kingdom,2/102,19.7,5.32,2397-3374,2397-3374,NAT HUM BEHAV,17247,228,245,3.9,7.4,15.5,2024
